Revision No,Sale Order No,Distributor Order No,Distributor Code,Customer Code,Distributor Name,Person Incharge,Status,Price Amount,Currency,Creation Date,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,19/12/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,19/12/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,19/12/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,19/12/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,19/12/2016,
00,,9178,536I,REG,DAR AL HAI,aasqar-i,In-Process,8122.22,USD,18/12/2016,
00,,GB/KME/SO-6364,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,18/12/2016,
00,,GB/KM/SO-6364,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,18/12/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,18/12/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,18/12/2016,
00,,test,536M-F01,REG,Sumitomo Corporation Middle East FZE ,536M-F01,In-Process,0.00,USD,18/12/2016,
00,,GB/KME/EO-86959,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,18/12/2016,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,99829.39,USD,18/12/2016,
00,,JBL-KME-EO-1712-1944,5241,REG,JAFFER BROTHERS (PVT) LIMITED,iafridi,In-Process,0.00,USD,17/12/2016,
00,,M1A4738,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,15/12/2016,
00,,HAJIAN1,536M-C13,REG,Sumitomo Corporation Middle East FZE ,536M-C13,In-Process,36851.53,USD,15/12/2016,
00,,11,536I,REG,DAR AL HAI,aasqar-i,In-Process,36627.30,USD,15/12/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,14/12/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,14/12/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,14/12/2016,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,19543.23,USD,14/12/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,14/12/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,14/12/2016,
00,,M1A4719,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,14/12/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,14/12/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,14/12/2016,
00,,3STK161212-R,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,saijaz-r,In-Process,0.00,USD,12/12/2016,
00,,D-SS1612-12,536M,REG,Sumitomo Corporation Middle East FZE ,536M,In-Process,48364.19,USD,12/12/2016,
00,,D-SS1612-11,536M,REG,Sumitomo Corporation Middle East FZE ,536M,In-Process,10735.42,USD,12/12/2016,
00,,D-SS1612-10,536M-F01,REG,Sumitomo Corporation Middle East FZE ,536M-F01,In-Process,893.53,USD,12/12/2016,
00,,D-SS1612-F01,536M-KU1,REG,Sumitomo Corporation Middle East FZE ,536M-KU1,In-Process,197.04,USD,12/12/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,12/12/2016,
00,,D-SS1612-F01,536M-KU1,REG,Sumitomo Corporation Middle East FZE ,536M-KU1,In-Process,144.47,USD,12/12/2016,
00,,D-SS1612-10,536M-F01,REG,Sumitomo Corporation Middle East FZE ,536M-F01,In-Process,1676.36,USD,12/12/2016,
00,,D-SS1612-13,536M,REG,Sumitomo Corporation Middle East FZE ,536M,In-Process,33796.54,USD,12/12/2016,
00,,D-SS1612-12,536M,REG,Sumitomo Corporation Middle East FZE ,536M,In-Process,27076.03,USD,12/12/2016,
00,,D-SS1612-11,536M,REG,Sumitomo Corporation Middle East FZE ,536M,In-Process,30354.98,USD,12/12/2016,
00,,3STK161212-J-FTR,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,saijaz-j,In-Process,0.00,USD,12/12/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,11/12/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,0.00,USD,11/12/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,11/12/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,10/12/2016,
00,,test,536M-EO1,REG,Sumitomo Corporation Middle East FZE ,536M-EO1,In-Process,1603.52,USD,10/12/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,1471.72,USD,10/12/2016,
00,,M1A4668,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,07/12/2016,
00,,PPO008749-3,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,0.00,USD,07/12/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,0.00,USD,06/12/2016,
00,,M1A4661,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,1205.42,USD,06/12/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,06/12/2016,
00,,test,536M-F01,REG,Sumitomo Corporation Middle East FZE ,536M-F01,In-Process,0.00,USD,05/12/2016,
00,,test,536M,REG,Sumitomo Corporation Middle East FZE ,536M,In-Process,0.00,USD,05/12/2016,
00,,test,536M-F01,REG,Sumitomo Corporation Middle East FZE ,536M-F01,In-Process,0.00,USD,05/12/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,0.00,USD,05/12/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,0.00,USD,05/12/2016,
00,,GB/KME/EO-86830,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,04/12/2016,
00,,HW ALJ-122016,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,MALIK,In-Process,25442.88,USD,04/12/2016,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,744037.50,USD,04/12/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,69120.79,USD,03/12/2016,
00,,D-SS1611-68,536M,REG,Sumitomo Corporation Middle East FZE ,536M,In-Process,9585.87,USD,29/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,29/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,29/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,29/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,735.86,USD,29/11/2016,
00,,M1A4592,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,29/11/2016,
00,,M1A4581,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,28/11/2016,
00,,PPO008688,555A,REG,Abdul Latif Jameel Machinery Trading Co. LTD,MALIK,In-Process,41.52,USD,27/11/2016,
00,,PPO008688,555A,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-a,In-Process,0.00,USD,27/11/2016,
00,,K-607S-1,533K,REG,Y.K.Almoayyed & Sons B.S.C.,george,In-Process,0.00,USD,27/11/2016,
00,,test,536M-KU1,REG,Sumitomo Corporation Middle East FZE ,536M-KU1,In-Process,0.00,USD,27/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,27/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,27/11/2016,
00,,M1A4567,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,27/11/2016,
00,,M1A4566,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,27/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,26/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,26/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,26/11/2016,
00,,D-SA1611-62,536M,REG,Sumitomo Corporation Middle East FZE ,536M,In-Process,4202.34,USD,24/11/2016,
00,,D-SA1611-61,536M,REG,Sumitomo Corporation Middle East FZE ,536M,In-Process,3399.75,USD,24/11/2016,
00,,D-SA1611-60,536M,REG,Sumitomo Corporation Middle East FZE ,536M,In-Process,2413.00,USD,24/11/2016,
00,,TEST,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,0.00,USD,22/11/2016,
00,,TEST,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,0.00,USD,22/11/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,0.00,USD,22/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,22/11/2016,
00,,M1A4529,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,20/11/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,0.00,USD,19/11/2016,
00,,D-SS1611-50,536M-F01,REG,Sumitomo Corporation Middle East FZE ,536M-F01,In-Process,3242.25,USD,19/11/2016,
00,,D-SS1611-49,536M-F01,REG,Sumitomo Corporation Middle East FZE ,536M-F01,In-Process,3242.25,USD,19/11/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,0.00,USD,19/11/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,0.00,USD,19/11/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,0.00,USD,19/11/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,0.00,USD,19/11/2016,
00,,TEST,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,0.00,USD,19/11/2016,
00,,TEST,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,0.00,USD,19/11/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,726926.74,USD,19/11/2016,
00,,GB/KME/EO-86670,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,17/11/2016,
00,,sea,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,0.00,USD,16/11/2016,
00,,3STK161114-J,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,ahsan-j,In-Process,0.00,USD,15/11/2016,
00,,9063,536I,REG,DAR AL HAI,aasqar-i,In-Process,46.08,USD,14/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,35032.08,USD,13/11/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,33513.43,USD,12/11/2016,
00,,GB/KME/SO-6315,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,10/11/2016,
00,,1231,536I,REG,DAR AL HAI,aasqar-i,In-Process,15421.53,USD,09/11/2016,
00,,M1A4378,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,09/11/2016,
00,,473-2016,530L,REG,Egyptian International Motors Company,ynabil,In-Process,4678.68,USD,08/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,61342.54,USD,08/11/2016,
00,,test,536M-EO1,REG,Sumitomo Corporation Middle East FZE ,536M-EO1,In-Process,0.00,USD,08/11/2016,
00,,PPO008563,555A,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-a,In-Process,0.00,USD,08/11/2016,
00,,GB/KEM/SA-86575,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,07/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,7521.98,USD,07/11/2016,
00,,GB/KME/EO-86570,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,07/11/2016,
00,,1231,536I,REG,DAR AL HAI,aasqar-i,In-Process,55949.49,USD,07/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,643.70,USD,07/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,57841.12,USD,07/11/2016,
00,,GB/KME/SO-6307,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,22395.22,USD,07/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,3378.04,USD,06/11/2016,
00,,D-SA1611-09,536M-KU1,REG,Sumitomo Corporation Middle East FZE ,536M-KU1,In-Process,190.49,USD,05/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,26624.48,USD,05/11/2016,
00,,test,536M,REG,Sumitomo Corporation Middle East FZE ,536M,In-Process,0.00,USD,05/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,10986.87,USD,05/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,0.00,USD,05/11/2016,
00,,M1A4311,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,02/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,7385.32,USD,01/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,16301.77,USD,01/11/2016,
00,,GB/KME/SO-6295,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,90616.50,USD,01/11/2016,
00,,1111,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,01/11/2016,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,352105.45,USD,01/11/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,18792.76,USD,01/11/2016,
00,,test,536M,REG,Sumitomo Corporation Middle East FZE ,536M,In-Process,18792.76,USD,01/11/2016,
00,,xx,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,01/11/2016,
00,,641816,532K,REG,Jaidah Motors and Trading Co.,rberro,In-Process,0.00,USD,31/10/2016,
00,,123,536I,REG,DAR AL HAI,aasqar-i,In-Process,22827.07,USD,30/10/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,126.63,USD,30/10/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,18563.56,USD,30/10/2016,
00,,OCT-292016,9361,REG,KOMATSU AMERICA CORP.,MALIK,In-Process,771.00,USD,29/10/2016,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,104829.46,USD,27/10/2016,
00,,test,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,11759.29,USD,27/10/2016,
00,,DEA1610-F08,536M-KU1,REG,Sumitomo Corporation Middle East FZE ,536m-ku1,In-Process,0.00,USD,27/10/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,354861.04,USD,27/10/2016,
00,,OCT26-2016,9961S,REG,KME SERVICE,MALIK,In-Process,2601.40,USD,26/10/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,131.27,USD,26/10/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,56033.22,USD,26/10/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,44432.30,USD,25/10/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,51778.78,USD,25/10/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,9669.33,USD,24/10/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,10903.12,USD,23/10/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,14589.50,USD,22/10/2016,
00,,8986,536I,REG,DAR AL HAI,aasqar-i,In-Process,33.95,USD,22/10/2016,
00,,KAC-22102016,9361,REG,KOMATSU AMERICA CORP.,MALIK,In-Process,633.90,USD,22/10/2016,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,120868.28,USD,19/10/2016,
00,,GB/KME/SO-6268,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,51150.00,USD,19/10/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,157262.80,USD,19/10/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,54596.60,USD,19/10/2016,
00,,K-057S,533K,REG,Y.K.Almoayyed & Sons B.S.C.,gswammy,In-Process,0.00,USD,18/10/2016,
00,,PPO008417,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-r,In-Process,1550.53,USD,18/10/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,297.62,USD,17/10/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,1357.19,USD,17/10/2016,
00,,TEST,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,114494.18,USD,17/10/2016,
00,,JBL-KME-FC-1610-1834,5241,REG,JAFFER BROTHERS (PVT) LIMITED,iafridi,In-Process,609.91,USD,16/10/2016,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,4756353.34,USD,16/10/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,16101.90,USD,15/10/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,53526.84,USD,15/10/2016,
00,,GB/KME/EO-86277,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,11/10/2016,
00,,PC400 Bucket ,999D,REG,Komatsu DSO,MALIK,In-Process,7147.14,USD,11/10/2016,
00,,GD755,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,MALIK,In-Process,0.00,USD,10/10/2016,
00,,sea,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,19838.80,USD,09/10/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,61407.46,USD,09/10/2016,
00,,test,9961S,REG,KME SERVICE,MALIK,In-Process,336.83,USD,09/10/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,61407.46,USD,09/10/2016,
00,,TEST,536M-EO1,REG,Sumitomo Corporation Middle East FZE ,536m-EO1,In-Process,530.72,USD,08/10/2016,
00,,JBL-KME-SO-0710-1818,5241,REG,JAFFER BROTHERS (PVT) LIMITED,iafridi,In-Process,0.00,USD,07/10/2016,
00,,JBL-KME-SO-0710-1818,5241,REG,JAFFER BROTHERS (PVT) LIMITED,iafridi,In-Process,0.00,USD,07/10/2016,
00,,JBL-KME-SO-0710-1818,5241,REG,JAFFER BROTHERS (PVT) LIMITED,iafridi,In-Process,0.00,USD,07/10/2016,
00,,JBL-KME-SO-0710-1818,5241,REG,JAFFER BROTHERS (PVT) LIMITED,iafridi,In-Process,0.00,USD,07/10/2016,
00,,JBL-KME-SO-0710-1818,5241,REG,JAFFER BROTHERS (PVT) LIMITED,iafridi,In-Process,0.00,USD,07/10/2016,
00,,JBL-KME-SO-0710-1818,5241,REG,JAFFER BROTHERS (PVT) LIMITED,iafridi,In-Process,0.00,USD,07/10/2016,
00,,PPO008341,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,1072.70,USD,05/10/2016,
00,,GB/KME/EO-86212,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,05/10/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,4496.77,USD,05/10/2016,
00,,JBL-KME-SO-0410-1814,5241,REG,JAFFER BROTHERS (PVT) LIMITED,iafridi,In-Process,0.00,USD,04/10/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,27358.86,USD,03/10/2016,
00,,M1A4048,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,02/10/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,29077.90,USD,02/10/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,37705.69,USD,02/10/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,0.00,USD,02/10/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,0.00,USD,02/10/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,0.00,USD,02/10/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,34786.61,USD,02/10/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,9998.99,USD,01/10/2016,
00,,TEST,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,67056.13,USD,01/10/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,33876.74,USD,01/10/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,216.98,USD,01/10/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,0.00,USD,01/10/2016,
00,,D-SS1609-71,536M-GU1,REG,Sumitomo Corporation Middle East FZE ,536m-GU1,In-Process,44112.80,USD,29/09/2016,
00,,D-SS1609-70,536M-GU1,REG,Sumitomo Corporation Middle East FZE ,536m-GU1,In-Process,40200.00,USD,29/09/2016,
00,,GB/KME/EO-86149,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,28/09/2016,
00,,test,536M-C13,REG,Sumitomo Corporation Middle East FZE ,536m-c13,In-Process,632.17,USD,28/09/2016,
00,,GB/KME/SO-6235,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,204600.00,USD,28/09/2016,
00,,test,536M-C13,REG,Sumitomo Corporation Middle East FZE ,536m-C13,In-Process,57059.05,USD,28/09/2016,
00,,GB/KME/SO-6233,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,204600.00,USD,27/09/2016,
00,,test,536M-C13,REG,Sumitomo Corporation Middle East FZE ,536m-c13,In-Process,445.55,USD,27/09/2016,
00,,test,536M-C13,REG,Sumitomo Corporation Middle East FZE ,536m-C13,In-Process,8159.41,USD,27/09/2016,
00,,M1A4016,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,27/09/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,6041.22,USD,26/09/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,1700.66,USD,26/09/2016,
00,,GB/KME/SO-6228,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,51150.00,USD,26/09/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,884.75,USD,26/09/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,45900.20,USD,25/09/2016,
00,,test,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,69826.32,USD,25/09/2016,
00,,JBL-KME-EO-2409-1794,5241,REG,JAFFER BROTHERS (PVT) LIMITED,iafridi,In-Process,0.00,USD,24/09/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,37347.07,USD,24/09/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,7389.78,USD,24/09/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,301416.28,USD,24/09/2016,
00,,GB/KME/SO-6222,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,5176.92,USD,22/09/2016,
00,,M1A3966,522K,REG,Saud Bahwan Projects and Equipment LLC,BANNAMALAI,In-Process,0.00,USD,21/09/2016,
00,,SEA,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,18485.73,USD,21/09/2016,
00,,RESERVED,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,jacquelyn,In-Process,29982.50,USD,21/09/2016,
00,,8880,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,20/09/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,678.46,USD,19/09/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,10893.03,USD,19/09/2016,
00,,sea,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,14791.09,USD,18/09/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,0.00,USD,18/09/2016,
00,,GB/KME/SO-6214,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,15/09/2016,
00,,Jeffrey SEP15-16,9961S,REG,KME SERVICE,MALIK,In-Process,6271.45,USD,15/09/2016,
00,,test,536M-EO1,REG,Sumitomo Corporation Middle East FZE ,536m-EO1,In-Process,7417.50,USD,15/09/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,12561.94,USD,14/09/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,4441.54,USD,14/09/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,284412.80,USD,14/09/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,6807.84,USD,14/09/2016,
