Revision No,Sale Order No,Distributor Order No,Distributor Code,Customer Code,Distributor Name,Person Incharge,Status,Price Amount,Currency,Creation Date,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,87.17,USD,10/09/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,51427.58,USD,10/09/2016,
00,,M1A3900,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,08/09/2016,
00,,M1A3906,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,08/09/2016,
00,,M1A3906,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,08/09/2016,
00,,test,536M-C14,REG,Sumitomo Corporation Middle East FZE ,536m-C14,In-Process,164.34,USD,08/09/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,5297.66,USD,08/09/2016,
00,,GB/KME/EO-85898,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,08/09/2016,
00,,GB/KME/EO-85867,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,06/09/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,1176.47,USD,06/09/2016,
00,,PPO008186,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,46.19,USD,06/09/2016,
00,,mansor abasi,536M-C03,REG,Sumitomo Corporation Middle East FZE ,536m-c03,In-Process,29580.01,USD,05/09/2016,
00,,GB/KME/EO-85853,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,932.58,USD,05/09/2016,
00,,new qoutation,536M-C14,REG,Sumitomo Corporation Middle East FZE ,536m-c14,In-Process,0.00,USD,05/09/2016,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,321370.10,USD,04/09/2016,
00,,K-510S,533K,REG,Y.K.Almoayyed & Sons B.S.C.,george,In-Process,4360.07,USD,01/09/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,9028.70,USD,29/08/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,1525.18,USD,28/08/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,40098.51,USD,28/08/2016,
00,,GB/KME/EO-85761,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,27/08/2016,
00,,ELEMENT,9361,REG,KOMATSU AMERICA CORP.,MALIK,In-Process,9412.20,USD,27/08/2016,
00,,GB/KME/EO-85745,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,24/08/2016,
00,,88254,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,24/08/2016,
00,,TEST,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,30210.00,USD,24/08/2016,
00,,TEST,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,3108092.49,USD,24/08/2016,
00,,641420,532K,REG,Jaidah Motors and Trading Co.,rberro,In-Process,0.00,USD,23/08/2016,
00,,M1A3713,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,23/08/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,36500.73,USD,23/08/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,39524.66,USD,22/08/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,964.08,USD,22/08/2016,
00,,PPO008060,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-r,In-Process,579.37,USD,21/08/2016,
00,,TEST ,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,30433.29,USD,21/08/2016,
00,,testi04,536M-C14,REG,Sumitomo Corporation Middle East FZE ,536m-c14,In-Process,964.08,USD,20/08/2016,
00,,test07,536M-C14,REG,Sumitomo Corporation Middle East FZE ,536m-c14,In-Process,161137.68,USD,20/08/2016,
00,,GB/KME/SA-85668,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,18/08/2016,
00,,test,536M-C03,REG,Sumitomo Corporation Middle East FZE ,536m-C03,In-Process,36500.73,USD,18/08/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,29626.01,USD,17/08/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,24679.50,USD,16/08/2016,
00,,TEST,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,15065.67,USD,15/08/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,3924.26,USD,15/08/2016,
00,,PPO008003-JAC,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,20906.19,USD,14/08/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,10930.09,USD,14/08/2016,
00,,D-SS1608-37,536M-C13,REG,Sumitomo Corporation Middle East FZE ,536M-C13,In-Process,7771.24,USD,13/08/2016,
00,,8536,536K,REG,DAR AL HAI,aasqar-k,In-Process,2470.72,USD,11/08/2016,
00,,TEST,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,0.00,USD,11/08/2016,
00,,yy,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,0.00,USD,10/08/2016,
00,,test,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,0.00,USD,10/08/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,2366.60,USD,09/08/2016,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,241762.56,USD,07/08/2016,
00,,PPO007963,555M,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-m,In-Process,64.58,USD,07/08/2016,
00,,PPO007960,555M,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-m,In-Process,0.00,USD,07/08/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,6775.55,USD,07/08/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,396471.77,USD,07/08/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,142986.20,USD,06/08/2016,
00,,Short Block,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,MALIK,In-Process,36037.71,USD,06/08/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,7486.76,USD,06/08/2016,
00,,M1A3556,522K,REG,Saud Bahwan Projects and Equipment LLC,BANNAMALAI,In-Process,0.00,USD,04/08/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,43878.31,USD,04/08/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,659.25,USD,03/08/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,47615.89,USD,03/08/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,4910.68,USD,03/08/2016,
00,,test ,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,112.07,USD,02/08/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,182624.58,USD,02/08/2016,
00,,5555,536M-C14,REG,Sumitomo Corporation Middle East FZE ,536m-c14,In-Process,0.00,USD,02/08/2016,
00,,test01,536M-C14,REG,Sumitomo Corporation Middle East FZE ,536m-c14,In-Process,0.00,USD,02/08/2016,
00,,M1A3535,522K,REG,Saud Bahwan Projects and Equipment LLC,BANNAMALAI,In-Process,0.00,USD,02/08/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,187991.45,USD,02/08/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,37016.42,USD,02/08/2016,
00,,8500,536Y,REG,DAR AL HAI,aasqar-Y,In-Process,1745.26,USD,01/08/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,66664.50,USD,31/07/2016,
00,,8499,536K,REG,DAR AL HAI,aasqar-k,In-Process,2097.60,USD,31/07/2016,
00,,M1A3494,522K,REG,Saud Bahwan Projects and Equipment LLC,BANNAMALAI,In-Process,0.00,USD,31/07/2016,
00,,M1A3482,522K,REG,Saud Bahwan Projects and Equipment LLC,BANNAMALAI,In-Process,0.00,USD,28/07/2016,
00,,PPO007898 DMM,555D,REG,Abdul Latif Jameel Machinery Trading Co. LTD,farhan-d,In-Process,0.00,USD,28/07/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,128494.89,USD,28/07/2016,
00,,8488,536I,REG,DAR AL HAI,aasqar-I,In-Process,1873.23,USD,27/07/2016,
00,,PPO007894,555A,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-a,In-Process,685.60,USD,27/07/2016,
00,,TEST,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,3099.73,USD,27/07/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,4215.07,USD,26/07/2016,
00,,8478,536I,REG,DAR AL HAI,aasqar-I,In-Process,1535.64,USD,26/07/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,6596.72,USD,25/07/2016,
00,,test ,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,12607.05,USD,25/07/2016,
00,,8476,536Y,REG,DAR AL HAI,aasqar-Y,In-Process,1246.80,USD,25/07/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,7926.10,USD,25/07/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,1273.35,USD,25/07/2016,
00,,SEA,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,25672.97,USD,23/07/2016,
00,,sea,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,25672.97,USD,23/07/2016,
00,,PPO007847-1,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,0.00,USD,21/07/2016,
00,,PPO007847-1,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,0.00,USD,21/07/2016,
00,,PPO007839,555D,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-d,In-Process,0.00,USD,20/07/2016,
00,,M1A3426,522K,REG,Saud Bahwan Projects and Equipment LLC,BANNAMALAI,In-Process,0.00,USD,20/07/2016,
00,,PPO007817Jed-to-Abha,555A,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-a,In-Process,0.00,USD,18/07/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,29089.09,USD,18/07/2016,
00,,M1A3396,522K,REG,Saud Bahwan Projects and Equipment LLC,BANNAMALAI,In-Process,0.00,USD,18/07/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,14110.00,USD,17/07/2016,
00,,test,536M-C03,REG,Sumitomo Corporation Middle East FZE ,536m-c03,In-Process,375738.42,USD,17/07/2016,
00,,0319-2016,530L,REG,Egyptian International Motors Company,ynabil,In-Process,0.00,USD,17/07/2016,
00,,FORECAST-AUG,522K-SP,REG,Saud Bahwan Projects and Equipment LLC,jacquelyn,In-Process,29931.65,USD,16/07/2016,
00,,123,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,14/07/2016,
00,,8447,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,13/07/2016,
00,,8447,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,13/07/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,1042968.50,USD,13/07/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,594974.38,USD,13/07/2016,
00,,M1A3363,522K,REG,Saud Bahwan Projects and Equipment LLC,BANNAMALAI,In-Process,0.00,USD,13/07/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,17431.51,USD,12/07/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,23164.94,USD,12/07/2016,
00,,D-SA1607-26,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,109.85,USD,11/07/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,25086.22,USD,11/07/2016,
00,,sea,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,35553.54,USD,11/07/2016,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,215313.20,USD,10/07/2016,
00,,TEST,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,18592.27,USD,09/07/2016,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,9190.04,USD,04/07/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,0.00,USD,04/07/2016,
00,,M1A3306,522K,REG,Saud Bahwan Projects and Equipment LLC,BANNAMALAI,In-Process,0.00,USD,04/07/2016,
00,,GB/KME/SO-6116,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,04/07/2016,
00,,TEST ,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,35553.54,USD,03/07/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,58226.50,USD,03/07/2016,
00,,test,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,0.00,USD,03/07/2016,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,68840.00,USD,02/07/2016,
00,,test,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,142558.56,USD,30/06/2016,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,1520.56,USD,29/06/2016,
00,,3STK160629-J,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,ahsan-j,In-Process,0.00,USD,29/06/2016,
00,,3STK160629-J,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,ahsan-j,In-Process,0.00,USD,29/06/2016,
00,,3STK160629-J,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,ahsan-j,In-Process,0.00,USD,29/06/2016,
00,,M1A3270,522K,REG,Saud Bahwan Projects and Equipment LLC,BANNAMALAI,In-Process,0.00,USD,29/06/2016,
00,,M1A3266,522K,REG,Saud Bahwan Projects and Equipment LLC,BANNAMALAI,In-Process,0.00,USD,29/06/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,1113.32,USD,28/06/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,67436.92,USD,28/06/2016,
00,,JED-STK,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,saijaz-j,In-Process,243.36,USD,28/06/2016,
00,,D-SA1606-62,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,1603.98,USD,26/06/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,1065.66,USD,26/06/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,579254.72,USD,26/06/2016,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,17328.03,USD,26/06/2016,
00,,test,536M-C02,REG,Sumitomo Corporation Middle East FZE ,536m-c02,In-Process,683439.73,USD,26/06/2016,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,25484.28,USD,25/06/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,30934.96,USD,25/06/2016,
00,,M1A3226,522K,REG,Saud Bahwan Projects and Equipment LLC,BANNAMALAI,In-Process,0.00,USD,23/06/2016,
00,,TEST ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,29388.60,USD,23/06/2016,
00,,0291-2016,530L,REG,Egyptian International Motors Company,ynabil,In-Process,1668.92,USD,21/06/2016,
00,,D-EA1606-40,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,1922.02,USD,20/06/2016,
00,,test,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,ahsan-j,In-Process,0.00,USD,19/06/2016,
00,,3STK160615-R(TEST),555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,ahsan-j,In-Process,0.00,USD,19/06/2016,
00,,3STK160615-R(TEST),555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,ahsan-j,In-Process,0.00,USD,19/06/2016,
00,,GB/KME/EO-85072,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,19/06/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,5660.53,USD,18/06/2016,
00,,3STK160615-R,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,ahsan-r,In-Process,47208.25,USD,17/06/2016,
00,,3STK160615-R,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,ahsan-r,In-Process,0.00,USD,15/06/2016,
00,,3STK160615-R,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,ahsan-r,In-Process,0.00,USD,15/06/2016,
00,,3STK160615-R,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,ahsan-r,In-Process,0.00,USD,15/06/2016,
00,,3STK160615-R,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,ahsan-r,In-Process,0.00,USD,15/06/2016,
00,,3STK160615-R,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,ahsan-r,In-Process,0.00,USD,15/06/2016,
00,,3STK160615-R,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,ahsan-r,In-Process,0.00,USD,15/06/2016,
00,,3STK160615-J,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,ahsan-j,In-Process,44817.24,USD,15/06/2016,
00,,M1A3145,522K,REG,Saud Bahwan Projects and Equipment LLC,BANNAMALAI,In-Process,37489.37,USD,15/06/2016,
00,,M1A3145,522K,REG,Saud Bahwan Projects and Equipment LLC,BANNAMALAI,In-Process,0.00,USD,15/06/2016,
00,,M1A3145,522K,REG,Saud Bahwan Projects and Equipment LLC,BANNAMALAI,In-Process,0.00,USD,15/06/2016,
00,,M1A3145,522K,REG,Saud Bahwan Projects and Equipment LLC,BANNAMALAI,In-Process,0.00,USD,15/06/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,22960.92,USD,15/06/2016,
00,,test ,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,63114.33,USD,15/06/2016,
00,,test,536M-F01,REG,Sumitomo Corporation Middle East FZE ,536m-F01,In-Process,0.00,USD,14/06/2016,
00,,D-SS1606-29,536M-F01,REG,Sumitomo Corporation Middle East FZE ,536m-f01,In-Process,9204.48,USD,14/06/2016,
00,,Special Tool,9961S,REG,KME SERVICE,MALIK,In-Process,1070.54,USD,14/06/2016,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,634453.33,USD,14/06/2016,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,356423.23,USD,13/06/2016,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,18822.80,USD,13/06/2016,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,14458.85,USD,13/06/2016,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,1013327.02,USD,13/06/2016,
00,,TEST,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,3568.86,USD,12/06/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,643.70,USD,12/06/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,157348.26,USD,12/06/2016,
00,,M1A3115,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,118.08,USD,12/06/2016,
00,,GB./KME/TOOL,536C,REG,Galadari Trucks & Heavy Equipment,Jamaluddin,In-Process,688.65,USD,08/06/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,17482.76,USD,08/06/2016,
00,,GB/KME/EO-84978,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,08/06/2016,
00,,test,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,0.00,USD,07/06/2016,
00,,TestQuotation1,522K,REG,Saud Bahwan Projects and Equipment LLC,admin,In-Process,3678.28,USD,07/06/2016,
00,,GB/KME/EO-84966,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,2392.31,USD,07/06/2016,
00,,test,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,120519.14,USD,07/06/2016,
00,,TEST,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,2219.54,USD,07/06/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,0.00,USD,06/06/2016,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,0.00,USD,06/06/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,1062.96,USD,06/06/2016,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,2174.98,USD,06/06/2016,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,0.00,USD,06/06/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,20797.82,USD,06/06/2016,
00,,teest,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,0.00,USD,05/06/2016,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,0.00,USD,05/06/2016,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,462166.47,USD,02/06/2016,
00,,GB/KME/SA-84917,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,122.40,USD,01/06/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,1251.18,USD,01/06/2016,
00,,DISCREPANCY,DS01,REG,KME - DISCREPANCY /SHORTAGE,ANNALIZA,In-Process,9985.28,USD,01/06/2016,
00,,Test,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,mowais-r,In-Process,0.00,USD,31/05/2016,
00,,TEST,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,makoto-r,In-Process,48006.11,USD,31/05/2016,
00,,GB/KME/SO-6078FC,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,30/05/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,3060.65,USD,30/05/2016,
00,,PPO007514,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-r,In-Process,0.00,USD,30/05/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,16085.53,USD,30/05/2016,
00,,PPO007504,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,2711.45,USD,29/05/2016,
00,,TEST,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,67227.50,USD,29/05/2016,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,18649.08,USD,28/05/2016,
00,,test ,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,41254.25,USD,28/05/2016,
00,,8316,536K,REG,DAR AL HAI,aasqar-k,In-Process,112.25,USD,26/05/2016,
00,,PPO007470,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-r,In-Process,3989.49,USD,25/05/2016,
00,,,533K-GOV,REG,Y.K.Almoayyed & Sons B.S.C.,533K-GOV,In-Process,7171.43,USD,23/05/2016,
00,,test ,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,770.90,USD,19/05/2016,
00,,TEST,536M-EO1,REG,Sumitomo Corporation Middle East FZE ,536m-EO1,In-Process,2221.01,USD,19/05/2016,
00,,GB/KME/SO-6047,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,18/05/2016,
00,,PPO007404-SW,555A,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-a,In-Process,0.00,USD,17/05/2016,
00,,test ,536M-C14,REG,Sumitomo Corporation Middle East FZE ,536m-c14,In-Process,45722.14,USD,17/05/2016,
00,,8272,536I,REG,DAR AL HAI,aasqar-I,In-Process,460.62,USD,16/05/2016,
00,,INCORRECT SHIM,DS01,REG,KME - DISCREPANCY /SHORTAGE,ANNALIZA,In-Process,2935.80,USD,16/05/2016,
00,,M1A2798,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,16/05/2016,
00,,RESERVE,DS01,REG,KME - DISCREPANCY /SHORTAGE,ANNALIZA,In-Process,24415.00,USD,15/05/2016,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,504.39,USD,15/05/2016,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,7632.37,USD,15/05/2016,
